command_file,module_id,drift_score,cmd_steps,slide_steps,cmd_only_urls,slide_only_urls,cmd_only_installs,slide_only_installs,cmd_only_cmds,slide_only_cmds,cmd_only_paths,slide_only_paths,note
commands/lesson/start-17-5.md,module-17,4,0,0,https://ai-agent.camp/ja/course/module-17 | https://api.typefully.com/v2/social-sets | https://api.typefully.com/v2/social-sets/$TYPEFULLY_SOCIAL_SET_ID/drafts | https://typefully.com,,,,,,,,
commands/lesson/start-18-8.md,module-18,4,0,0,https://ai-agent.camp/ja/course/module-18 | https://en.wikipedia.org/wiki/Database_normalization | https://plantuml.com/ | https://plantuml.com/en/entity-diagram,,,,,,,,
commands/lesson/start-3-2.md,module-3,4,0,0,https://ai-agent.camp/ja/course/module-3,,,,,,data/screenshots/api-error-response.png | data/screenshots/multiple-errors.png,tools/screenshot_analyzer.py,
commands/lesson/start-3-6.md,module-3,4,0,0,https://ai-agent.camp/ja/course/module-3,,,,,,data/screenshots | data/tutorial-samples,tools/screenshot_analyzer.py,
commands/lesson/start-1-1.md,module-1,3,0,0,https://ai-agent.camp/ja/course/module-1,,,,,,,tools/banner_creator.py | tools/nanobanana.py,
commands/lesson/start-1-2.md,module-1,3,0,0,https://ai-agent.camp/ja/course/module-1,,,,,,,tools/banner_creator.py | tools/nanobanana.py,
commands/lesson/start-1-3.md,module-1,3,0,0,https://ai-agent.camp/ja/course/module-1,,,,,,,tools/banner_creator.py | tools/nanobanana.py,
commands/lesson/start-10-1.md,module-10,3,0,0,https://ai-agent.camp/ja/course/module-10 | https://script.google.com/home/usersettings,https://news.google.com/rss,,,,,,,
commands/lesson/start-13-2.md,module-13,3,0,0,https://ai-agent.camp/ja/course/module-13,https://vercel.com/docs/cli,,,,,tools/generate_diagram.py,,
commands/lesson/start-15-10.md,module-15,3,0,0,,,,,,,,data/analysis.md | data/frames | tools/credential_manager.py,
commands/lesson/start-15-11.md,module-15,3,0,0,,,,,,,,data/analysis.md | data/frames | tools/credential_manager.py,
commands/lesson/start-16-7.md,module-16,3,0,0,https://ai-agent.camp/ja/course/module-16,http://www.w3.org/2000/svg,,,,,tools/lesson_progress.py,,
commands/lesson/start-16-8.md,module-16,3,0,0,https://ai-agent.camp/ja/course/module-16,http://www.w3.org/2000/svg,,,,,tools/lesson_progress.py,,
commands/lesson/start-18-15.md,module-18,3,0,0,https://ai-agent.camp/ja/course/module-18,,,,,,tools/test_case_generator.py | tools/test_planner.py,,
commands/lesson/start-10-3.md,module-10,2,0,0,https://ai-agent.camp/ja/course/module-10,https://news.google.com/rss,,,,,,,
commands/lesson/start-12-1.md,module-12,2,0,0,https://notion.so | https://www.notion.so/,,,,,,,,
commands/lesson/start-13-1.md,module-13,2,0,0,https://ai-agent.camp/ja/course/module-13,https://vercel.com/docs/cli,,,,,,,
commands/lesson/start-13-3.md,module-13,2,0,0,https://ai-agent.camp/ja/course/module-13,https://vercel.com/docs/cli,,,,,,,
commands/lesson/start-14-1.md,module-14,2,0,0,https://ai-agent.camp/ja/course/module-14,,,,,,,data/articles/,
commands/lesson/start-14-2.md,module-14,2,0,0,https://ai-agent.camp/ja/course/module-14,,,,,,,data/articles/,
commands/lesson/start-14-3.md,module-14,2,0,0,https://ai-agent.camp/ja/course/module-14,,,,,,,data/articles/,
commands/lesson/start-14-5.md,module-14,2,0,0,https://ai-agent.camp/ja/course/module-14,,,,,,,data/articles/,
commands/lesson/start-14-6.md,module-14,2,0,0,https://ai-agent.camp/ja/course/module-14,,,,,,,data/articles/,
commands/lesson/start-14-7.md,module-14,2,0,0,https://ai-agent.camp/ja/course/module-14,,,,,,,data/articles/,
commands/lesson/start-16-2.md,module-16,2,0,0,https://ai-agent.camp/ja/course/module-16,http://www.w3.org/2000/svg,,,,,,,
commands/lesson/start-16-3.md,module-16,2,0,0,https://ai-agent.camp/ja/course/module-16,http://www.w3.org/2000/svg,,,,,,,
commands/lesson/start-16-4.md,module-16,2,0,0,https://ai-agent.camp/ja/course/module-16,http://www.w3.org/2000/svg,,,,,,,
commands/lesson/start-16-5.md,module-16,2,0,0,https://ai-agent.camp/ja/course/module-16,http://www.w3.org/2000/svg,,,,,,,
commands/lesson/start-17-2.md,module-17,2,0,0,https://ai-agent.camp/ja/course | https://ai-agent.camp/ja/course/module-17,,,,,,,,
commands/lesson/start-17-4.md,module-17,2,0,0,https://ai-agent.camp/ja/course/module-17 | https://cdn.tailwindcss.com,,,,,,,,
commands/lesson/start-18-10.md,module-18,2,0,0,https://ai-agent.camp/ja/course/module-18 | https://plantuml.com/gantt-diagram,,,,,,,,
commands/lesson/start-18-16.md,module-18,2,0,0,https://ai-agent.camp/ja/course/module-18,,,,,,tools/test_report_generator.py,,
commands/lesson/start-18-17.md,module-18,2,0,0,http://localhost:8000/api | https://ai-agent.camp/ja/course/module-18,,,,,,,,
commands/lesson/start-18-6.md,module-18,2,0,0,http://plantuml.com/sequence-diagram | https://ai-agent.camp/ja/course/module-18,,,,,,,,
commands/lesson/start-18-7.md,module-18,2,0,0,http://plantuml.com/ | https://ai-agent.camp/ja/course/module-18,,,,,,,,
commands/lesson/start-17-1.md,module-17,1,0,0,https://ai-agent.camp/ja/course/module-17,,,,,,,,
commands/lesson/start-17-3.md,module-17,1,0,0,https://ai-agent.camp/ja/course/module-17,,,,,,,,
commands/lesson/start-18-1.md,module-18,1,0,0,https://ai-agent.camp/ja/course/module-18,,,,,,,,
commands/lesson/start-18-18.md,module-18,1,0,0,https://ai-agent.camp/ja/course/module-18,,,,,,,,
commands/lesson/start-18-19.md,module-18,1,0,0,https://ai-agent.camp/ja/course/module-18,,,,,,,,
commands/lesson/start-18-2.md,module-18,1,0,0,https://ai-agent.camp/ja/course/module-18,,,,,,,,
commands/lesson/start-18-20.md,module-18,1,0,0,https://ai-agent.camp/ja/course/module-18,,,,,,,,
commands/lesson/start-18-3.md,module-18,1,0,0,https://ai-agent.camp/ja/course/module-18,,,,,,,,
commands/lesson/start-18-4.md,module-18,1,0,0,https://ai-agent.camp/ja/course/module-18,,,,,,,,
commands/lesson/start-18-5.md,module-18,1,0,0,https://ai-agent.camp/ja/course/module-18,,,,,,,,
commands/lesson/start-19-2.md,module-19,1,0,0,https://ai-agent.camp/ja/course/module-19,,,,,,,,
commands/lesson/start-5-1.md,module-5,1,0,0,https://ai-agent.camp/ja/course/module-5,,,,,,,,
commands/lesson/start-5-2.md,module-5,1,0,0,https://ai-agent.camp/ja/course/module-5,,,,,,,,
commands/lesson/start-6-1.md,module-6,1,0,0,https://ai-agent.camp/ja/course/module-6,,,,,,,,
commands/lesson/start-6-2.md,module-6,1,0,0,https://ai-agent.camp/ja/course/module-6,,,,,,,,
commands/lesson/start-6-3.md,module-6,1,0,0,https://ai-agent.camp/ja/course/module-6,,,,,,,,
commands/lesson/start-6-4.md,module-6,1,0,0,https://ai-agent.camp/ja/course/module-6,,,,,,,,
commands/check-setup.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/lesson/check-security.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/lesson/check-setup.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/lesson/exercise-review.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/lesson/setup-discord.md,module-22,0,0,0,,,,,,,,,No slide corpus found for module-22
commands/lesson/setup-extensions.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/lesson/setup-line-harness.md,module-23,0,0,0,,,,,,,,,No slide corpus found for module-23
commands/lesson/setup-security.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/lesson/setup-start.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/lesson/start-12-2.md,module-12,0,0,0,,,,,,,,,
commands/lesson/start-12-3.md,module-12,0,0,0,,,,,,,,,
commands/lesson/start-12-4.md,module-12,0,0,0,,,,,,,,,
commands/lesson/start-12-5.md,module-12,0,0,0,,,,,,,,,
commands/lesson/start-12-6.md,module-12,0,0,0,,,,,,,,,
commands/lesson/start-15-7a.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/lesson/start-15-7b.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/lesson/start-15-7c.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/lesson/start-15-7d.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/lesson/start-19-1.md,module-19,0,0,0,,,,,,,,,
commands/lesson/start-20-1.md,module-20,0,0,0,,,,,,,,,
commands/lesson/start-7-1.md,module-7,0,0,0,,,,,,,,,No slide corpus found for module-7
commands/lesson/start-7-2.md,module-7,0,0,0,,,,,,,,,No slide corpus found for module-7
commands/lesson/start-7-3.md,module-7,0,0,0,,,,,,,,,No slide corpus found for module-7
commands/lesson/start-7-4.md,module-7,0,0,0,,,,,,,,,No slide corpus found for module-7
commands/lesson/start-7-5.md,module-7,0,0,0,,,,,,,,,No slide corpus found for module-7
commands/lesson/start-7-6.md,module-7,0,0,0,,,,,,,,,No slide corpus found for module-7
commands/lesson/start-7-7.md,module-7,0,0,0,,,,,,,,,No slide corpus found for module-7
commands/lesson/start-7-8.md,module-7,0,0,0,,,,,,,,,No slide corpus found for module-7
commands/lesson/verify-module.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/module-18-calendar.md,module-18,0,0,0,,,,,,,,,
commands/module-18-drive.md,module-18,0,0,0,,,,,,,,,
commands/module-18-gas.md,module-18,0,0,0,,,,,,,,,
commands/module-18-gcp-appendix.md,module-18,0,0,0,,,,,,,,,
commands/module-18-gcp-quick.md,module-18,0,0,0,,,,,,,,,
commands/module-18-gmail.md,module-18,0,0,0,,,,,,,,,
commands/module-18-google-auth.md,module-18,0,0,0,,,,,,,,,
commands/module-18-sheets.md,module-18,0,0,0,,,,,,,,,
commands/next_lesson.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/setup-api-key.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
commands/verify-module.md,(unmapped),0,0,0,,,,,,,,,No module-id derivable from filename
